2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
10104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
30091, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
40105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
50163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
70116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
80142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90165, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
100196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110087, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
120143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
130096, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
140130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
150169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
160213, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
170091, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
180079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
190091, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
200156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
210150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
220171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
230076, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240071, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
250152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
260204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
270069, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
280202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
290067, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
300122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
310072, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
320156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
330155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
340070, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
350095, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
360169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
370070, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
380090, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
390191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
400108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
410106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
420175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
430076, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
440144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
450072, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
460164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
470177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
480078, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
490093, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
500140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
510171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
520163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
530094, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
540170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
550177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
560182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
570178, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580094, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
590169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
610175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
620162, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
630167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
640185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
650069, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
