92790187, -0.94558, -1.71921, 0.0757795, 1.60918, -1.9278, 0.175076, 0.127803, 0.0104083, 1.96546, 1.75668, 0.0439582, -1.89124, -1.88984, 0.0523066
92800193, -0.945676, -1.71927, 0.0757705, 1.60912, -1.92808, 0.175041, 0.12793, 0.0103809, 1.96519, 1.75678, 0.0438309, -1.89133, -1.8899, 0.0522999
92810161, -0.945668, -1.71909, 0.0758801, 1.60925, -1.92804, 0.175018, 0.127867, 0.0107838, 1.96537, 1.7576, 0.0447435, -1.89138, -1.88966, 0.0524566
92820109, -0.945702, -1.71893, 0.0760326, 1.60924, -1.92808, 0.175685, 0.128807, 0.0107029, 1.96545, 1.75775, 0.0450631, -1.89142, -1.88941, 0.0526517
92830102, -0.945702, -1.71893, 0.0760326, 1.60924, -1.92808, 0.175685, 0.128807, 0.0107029, 1.96545, 1.75775, 0.0450631, -1.89142, -1.88941, 0.0526517
92840067, -0.945702, -1.71893, 0.0760326, 1.60924, -1.92808, 0.175685, 0.128807, 0.0107029, 1.96545, 1.75775, 0.0450631, -1.89142, -1.88941, 0.0526517
92850089, -0.945702, -1.71893, 0.0760326, 1.60924, -1.92808, 0.175685, 0.128807, 0.0107029, 1.96545, 1.75775, 0.0450631, -1.89142, -1.88941, 0.0526517
92860137, -0.945702, -1.71893, 0.0760326, 1.60924, -1.92808, 0.175685, 0.128807, 0.0107029, 1.96545, 1.75775, 0.0450631, -1.89142, -1.88941, 0.0526517
92870139, -0.945702, -1.71893, 0.0760326, 1.60924, -1.92808, 0.175685, 0.128807, 0.0107029, 1.96545, 1.75775, 0.0450631, -1.89142, -1.88941, 0.0526517
92880132, -0.945702, -1.71893, 0.0760326, 1.60924, -1.92808, 0.175685, 0.128807, 0.0107029, 1.96545, 1.75775, 0.0450631, -1.89142, -1.88941, 0.0526517
92890057, -0.945702, -1.71893, 0.0760326, 1.60924, -1.92808, 0.175685, 0.128807, 0.0107029, 1.96545, 1.75775, 0.0450631, -1.89142, -1.88941, 0.0526517
92900136, -0.945702, -1.71893, 0.0760326, 1.60924, -1.92808, 0.175685, 0.128807, 0.0107029, 1.96545, 1.75775, 0.0450631, -1.89142, -1.88941, 0.0526517
92910074, -0.945702, -1.71893, 0.0760326, 1.60924, -1.92808, 0.175685, 0.128807, 0.0107029, 1.96545, 1.75775, 0.0450631, -1.89142, -1.88941, 0.0526517
92920061, -0.945702, -1.71893, 0.0760326, 1.60924, -1.92808, 0.175685, 0.128807, 0.0107029, 1.96545, 1.75775, 0.0450631, -1.89142, -1.88941, 0.0526517
92930065, -0.945702, -1.71893, 0.0760326, 1.60924, -1.92808, 0.175685, 0.128807, 0.0107029, 1.96545, 1.75775, 0.0450631, -1.89142, -1.88941, 0.0526517
92940058, -0.945702, -1.71893, 0.0760326, 1.60924, -1.92808, 0.175685, 0.128807, 0.0107029, 1.96545, 1.75775, 0.0450631, -1.89142, -1.88941, 0.0526517
92950056, -0.945702, -1.71893, 0.0760326, 1.60924, -1.92808, 0.175685, 0.128807, 0.0107029, 1.96545, 1.75775, 0.0450631, -1.89142, -1.88941, 0.0526517
92960058, -0.945702, -1.71893, 0.0760326, 1.60924, -1.92808, 0.175685, 0.128807, 0.0107029, 1.96545, 1.75775, 0.0450631, -1.89142, -1.88941, 0.0526517
92970066, -0.945702, -1.71893, 0.0760326, 1.60924, -1.92808, 0.175685, 0.128807, 0.0107029, 1.96545, 1.75775, 0.0450631, -1.89142, -1.88941, 0.0526517
92980063, -0.945702, -1.71893, 0.0760326, 1.60924, -1.92808, 0.175685, 0.128807, 0.0107029, 1.96545, 1.75775, 0.0450631, -1.89142, -1.88941, 0.0526517
92990056, -0.945702, -1.71893, 0.0760326, 1.60924, -1.92808, 0.175685, 0.128807, 0.0107029, 1.96545, 1.75775, 0.0450631, -1.89142, -1.88941, 0.0526517
93000058, -0.945702, -1.71893, 0.0760326, 1.60924, -1.92808, 0.175685, 0.128807, 0.0107029, 1.96545, 1.75775, 0.0450631, -1.89142, -1.88941, 0.0526517
93010059, -0.945702, -1.71893, 0.0760326, 1.60924, -1.92808, 0.175685, 0.128807, 0.0107029, 1.96545, 1.75775, 0.0450631, -1.89142, -1.88941, 0.0526517
93020058, -0.945702, -1.71893, 0.0760326, 1.60924, -1.92808, 0.175685, 0.128807, 0.0107029, 1.96545, 1.75775, 0.0450631, -1.89142, -1.88941, 0.0526517
