2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
10118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
30103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
40188, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
50200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60097, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
70105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
80120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
100150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110602, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
120102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
130069, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
140101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
150077, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
160205, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
170102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
180103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
190105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
200177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
210160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
220075, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
230096, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
250151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
